Company,Title,Salary,ID,URL
Công ty TNHH Thương Mại và Dịch Vụ CO,Senior Backend Developer (Python) ~1200$,"700 - 1,200 USD",1329,https://itviec.com/it-jobs/senior-backend-developer-python-1200-cong-ty-tnhh-thuong-mai-va-dich-vu-co-0943
CÔNG TY TNHH GLOBE 3 ERP VIỆT NAM,Software Engineer (Hà Nội),450 - 800|USD,1326,https://careerbuilder.vn/vi/tim-viec-lam/software-engineer-ha-noi.35ACC6FA.html
AdAsia Vietnam,[HOT] Senior Python Engineer,Thương lượng,1327,https://itviec.com/it-jobs/hot-senior-python-engineer-adasia-vietnam-4440
PowerGate Software,02 Senior Python Developers (Upto $1500),Up to $1500,1325,https://itviec.com/it-jobs/02-senior-python-developers-upto-1500-powergate-software-3841
Công ty Cổ Phần T-zone,Kỹ Sư Phần Mềm,"10,000,000 - 12,000,000|VND",1311,https://careerbuilder.vn/vi/tim-viec-lam/ky-su-phan-mem.35AC58C0.html
Công Ty TNHH Defide,Server Side Systems Developer,450 - 1.500|USD,1312,https://careerbuilder.vn/vi/tim-viec-lam/server-side-systems-developer.35ACBE3C.html
FPT Telecom - Công Ty Cổ Phần Viễn Thông FPT,"FRESHER DVELOPER (.NET, JAVA, PHP, PYTHON) - PART TIME/FULL TIME","2,000,000 - 7,000,000|VND",1313,https://careerbuilder.vn/vi/tim-viec-lam/fresher-dveloper-net-java-php-python-part-time-full-time.35ACA32C.html
Chi Nhánh Tại Thành Phố Hồ Chí Minh - Công Ty TNHH Reeracoen Việt Nam,Data Scientist ID11061P,1.000 - 4.000|USD,1310,https://careerbuilder.vn/vi/tim-viec-lam/data-scientist-id11061p.35AC130E.html
YEAH1 NETWORK,Senior Full Stack Developer,800 - 1.000|USD,1305,https://careerbuilder.vn/vi/tim-viec-lam/senior-full-stack-developer.35AC4E68.html
YEAH1 NETWORK,Junior Web Delevoper,"12,000,000 - 15,000,000|VND",1304,https://careerbuilder.vn/vi/tim-viec-lam/junior-web-delevoper.35AC4B9E.html
FPT Information System,[FPT IS] Nhân viên trung tâm an ninh mạng,"9,000,000 - 20,000,000|VND",1308,https://careerbuilder.vn/vi/tim-viec-lam/fpt-is-nhan-vien-trung-tam-an-ninh-mang.35AC972A.html
First Alliances,Python Developer,600 - 1.500|USD,1320,https://careerbuilder.vn/vi/tim-viec-lam/python-developer.35AC5F81.html
AOI Systems Viet Nam,BACK-END DEVELOPER (PYTHON/PHP/JAVA),"10,000,000 - 18,000,000|VND",1314,https://careerbuilder.vn/vi/tim-viec-lam/back-end-developer-python-php-java.35AC95F9.html
Tổ Hợp Công Nghệ Giáo Dục Topica,Chương Trình Tuyển Dụng Future Full-Stack Developer,"10,000,000 - 18,000,000|VND",1309,https://careerbuilder.vn/vi/tim-viec-lam/chuong-trinh-tuyen-dung-future-full-stack-developer.35AC85A0.html
Atlas Industries (Vietnam) Ltd.,"BIM Application Developer (C#, Python)",Thương lượng,1315,https://careerbuilder.vn/vi/tim-viec-lam/bim-application-developer-c-python.35AC5FD2.html
AOI Systems Viet Nam,Python Developer,"10,000,000 - 16,000,000|VND",1321,https://careerbuilder.vn/vi/tim-viec-lam/python-developer.35AC240E.html
FPT International Telecom,Back-End developers (700$ - 800$),700 - 800 USD,1322,https://itviec.com/it-jobs/back-end-developers-700-800-fpt-international-telecom-4122
Công Ty TNHH Kỹ Nghệ Gỗ Hoa Nét,"IT Manager, Security  Administrator",Thương lượng,1272,https://careerbuilder.vn/vi/tim-viec-lam/it-manager-security-administrator.35AC96A1.html
First Alliances,WEB PROGRAMMER,1.500 - 2.000|USD,1283,https://careerbuilder.vn/vi/tim-viec-lam/web-programmer.35AC8D3D.html
"ISAAS CO., LTD",3 x Automation Test Developer,Thương lượng,1323,https://itviec.com/it-jobs/3-x-automation-test-developer-isaas-co-ltd-2749
FPT Telecom - Công Ty Cổ Phần Viễn Thông FPT,"Kỹ Sư Bảo Mật Hệ Thống, Ứng Dụng (App Security, Pentester)","12,000,000 - 20,000,000|VND",1273,https://careerbuilder.vn/vi/tim-viec-lam/ky-su-bao-mat-he-thong-ung-dung-app-security-pentester.35AC5A65.html
Công Ty Cổ Phần VCCORP,System Administrator (Khối SohaGame),"12,000,000 - 25,000,000|VND",1267,https://careerbuilder.vn/vi/tim-viec-lam/system-administrator-khoi-sohagame.35AC643C.html
Công Ty Cổ Phần VCCORP,Lập Trình Viên Xử Lý Ngôn Ngữ NLP - Khối Công Nghệ Nội Dung,Thương lượng,1279,https://careerbuilder.vn/vi/tim-viec-lam/lap-trinh-vien-xu-ly-ngon-ngu-nlp-khoi-cong-nghe-noi-dung.35ACA66D.html
ITM Management,Software Engineer (Python),Thương lượng,1317,https://careerbuilder.vn/vi/tim-viec-lam/software-engineer-python.35ACB594.html
FPT Telecom - Công Ty Cổ Phần Viễn Thông FPT,"Back end Dev (Python, nodejs, java, php ...)","10,000,000 - 18,000,000|VND",1318,https://careerbuilder.vn/vi/tim-viec-lam/back-end-dev-python-nodejs-java-php.35AC5CA5.html
FPT Telecom - Công Ty Cổ Phần Viễn Thông FPT,Chuyên viên quản trị hệ thống,"7,000,000 - 15,000,000|VND",1258,https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-quan-tri-he-thong.35ACB14A.html
FPT Telecom - Công Ty Cổ Phần Viễn Thông FPT,FPTHN - Tuyển Nhân Viên Kĩ Sư Hệ Thống,"8,000,000 - 10,000,000|VND",1284,https://careerbuilder.vn/vi/tim-viec-lam/fpthn-tuyen-nhan-vien-ki-su-he-thong.35ACA941.html
AOI Systems Viet Nam,BACK-END DEVELOPER (PYTHON/PHP/JAVA),"10,000,000 - 18,000,000|VND",1314,https://careerbuilder.vn/vi/tim-viec-lam/back-end-developer-python-php-java.35AC95F9.html
Atlas Industries (Vietnam) Ltd.,"BIM Application Developer (C#, Python)",Thương lượng,1315,https://careerbuilder.vn/vi/tim-viec-lam/bim-application-developer-c-python.35AC5FD2.html
First Alliances,Data Extraction,"40,000,000 - 45,000,000|VND",1261,https://careerbuilder.vn/vi/tim-viec-lam/data-extraction.35AC72B8.html
First Alliances,Data Extraction,"40,000,000 - 45,000,000|VND",1261,https://careerbuilder.vn/vi/tim-viec-lam/data-extraction.35AC72B8.html
FPT Telecom - Công Ty Cổ Phần Viễn Thông FPT,Junior Developer,"10,000,000 - 12,000,000|VND",1263,https://careerbuilder.vn/vi/tim-viec-lam/junior-developer.35AC2559.html
First Alliances,Data Extraction Lead Engineer,Thương lượng,1294,https://careerbuilder.vn/vi/tim-viec-lam/data-extraction-lead-engineer.35AC1822.html
Công Ty Cổ Phần giải Pháp Thanh Toán Việt Nam (VNPAY),Nhân Viên Quản Trị Hệ Thống Server,Thương lượng,1268,https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-quan-tri-he-thong-server.35AC934A.html
FPT Telecom - Công Ty Cổ Phần Viễn Thông FPT,Junior Devops (Python - Django),"10,000,000 - 20,000,000|VND",1257,https://careerbuilder.vn/vi/tim-viec-lam/junior-devops-python-django.35AC4F25.html
YEAH1 NETWORK,Senior Full Stack Developer,800 - 1.000|USD,1305,https://careerbuilder.vn/vi/tim-viec-lam/senior-full-stack-developer.35AC4E68.html
SaoBacDau Technologies Corporation,Cộng Tác Viên Dự Án IoT (Kết Nối Gateway Lên Cloud) - Freelance,"6,000,000 - 15,000,000|VND",1259,https://careerbuilder.vn/vi/tim-viec-lam/cong-tac-vien-du-an-iot-ket-noi-gateway-len-cloud-freelance.35AC8791.html
IFIND JOINT STOCK COMPANY,Tech Lead,"20,000,000 - 25,000,000|VND",1270,https://careerbuilder.vn/vi/tim-viec-lam/tech-lead.35AC8A08.html
AOI Systems Viet Nam,Python Developer,"10,000,000 - 16,000,000|VND",1321,https://careerbuilder.vn/vi/tim-viec-lam/python-developer.35AC240E.html
First Alliances,WEB PROGRAMMER,1.500 - 2.000|USD,1283,https://careerbuilder.vn/vi/tim-viec-lam/web-programmer.35AC8D3D.html
FPT International Telecom,Back-End developers (700$ - 800$),700 - 800 USD,1322,https://itviec.com/it-jobs/back-end-developers-700-800-fpt-international-telecom-4122
First Alliances,Python Developer,600 - 1.500|USD,1320,https://careerbuilder.vn/vi/tim-viec-lam/python-developer.35AC5F81.html
YEAH1 NETWORK,Junior Web Developer,"12,000,000 - 15,000,000|VND",1301,https://careerbuilder.vn/vi/tim-viec-lam/junior-web-developer.35AC4355.html
"ISAAS CO., LTD",3 x Automation Test Developer,Thương lượng,1323,https://itviec.com/it-jobs/3-x-automation-test-developer-isaas-co-ltd-2749
Công Ty Harvey Nash (Việt Nam),Web Developer,2.300 - 2.500|USD,1303,https://careerbuilder.vn/vi/tim-viec-lam/web-developer.35AC2221.html
Atlas Industries (Vietnam) Ltd.,"BIM Application Developer (C#, Python)",Thương lượng,1315,https://careerbuilder.vn/vi/tim-viec-lam/bim-application-developer-c-python.35AC5FD2.html
First Alliances,Python Developer,600 - 1.500|USD,1320,https://careerbuilder.vn/vi/tim-viec-lam/python-developer.35AC5F81.html
AOI Systems Viet Nam,Python Developer,"10,000,000 - 16,000,000|VND",1321,https://careerbuilder.vn/vi/tim-viec-lam/python-developer.35AC240E.html
FPT Telecom - Công Ty Cổ Phần Viễn Thông FPT,"Back end Dev (Python, nodejs, java, php ...)","10,000,000 - 18,000,000|VND",1318,https://careerbuilder.vn/vi/tim-viec-lam/back-end-dev-python-nodejs-java-php.35AC5CA5.html
Tổng Công ty Cổ phần Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam (BIC),Cán Bộ Ban Công Nghệ Thông Tin (Phần cứng),Thương lượng,1275,https://careerbuilder.vn/vi/tim-viec-lam/can-bo-ban-cong-nghe-thong-tin-phan-cung.35ACABCD.html
Infinity Blockchain Labs,Technical Leader,Thương lượng,1276,https://careerbuilder.vn/vi/tim-viec-lam/technical-leader.35AC9D36.html
FPT Telecom - Công Ty Cổ Phần Viễn Thông FPT,"System Engineer (Cloud, Docker, Devops ...)","10,000,000 - 15,000,000|VND",1285,https://careerbuilder.vn/vi/tim-viec-lam/system-engineer-cloud-docker-devops.35AC4F15.html
Chi Nhánh Tại Thành Phố Hồ Chí Minh - Công Ty TNHH Reeracoen Việt Nam,Senior Front End Engineer ID10877PA,1.500 - 2.500|USD,1295,https://careerbuilder.vn/vi/tim-viec-lam/senior-front-end-engineer-id10877pa.35AC1319.html
Công Ty Harvey Nash (Việt Nam),Lead Data Scientist,3.500 - 4.000|USD,1277,https://careerbuilder.vn/vi/tim-viec-lam/lead-data-scientist.35AC2B26.html
Công Ty Cổ Phần VCCORP,Lập Trình Viên Xử Lý Ngôn Ngữ NLP - Khối Công Nghệ Nội Dung,Thương lượng,1279,https://careerbuilder.vn/vi/tim-viec-lam/lap-trinh-vien-xu-ly-ngon-ngu-nlp-khoi-cong-nghe-noi-dung.35ACA66D.html
Chi Nhánh Tại Thành Phố Hồ Chí Minh - Công Ty TNHH Reeracoen Việt Nam,Senior Front End Engineer ID10877P,1.500 - 2.500|USD,1293,https://careerbuilder.vn/vi/tim-viec-lam/senior-front-end-engineer-id10877p.35AC2CF1.html
SaoBacDau Technologies Corporation,System Admin (LINUX),"10,000,000 - 20,000,000|VND",1296,https://careerbuilder.vn/vi/tim-viec-lam/system-admin-linux.35AC87D4.html
CÔNG TY TNHH GLOBE 3 ERP VIỆT NAM,Software Engineer (Hà Nội),450 - 800|USD,1280,https://careerbuilder.vn/vi/tim-viec-lam/software-engineer-ha-noi.35ACBBC0.html
FPT Telecom - Công Ty Cổ Phần Viễn Thông FPT,Nhân Viên Lập Trình Hệ Thống (Devops),"10,000,000 - 15,000,000|VND",1281,https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-lap-trinh-he-thong-devops.35AC6E8F.html
FPT Telecom - Công Ty Cổ Phần Viễn Thông FPT,Python Web Developer,"12,000,000 - 15,000,000|VND",1316,https://careerbuilder.vn/vi/tim-viec-lam/python-web-developer.35AC2584.html
First Alliances,Data Scientist (Machine Learning),2.000 - 2.500|USD,1307,https://careerbuilder.vn/vi/tim-viec-lam/data-scientist-machine-learning.35AC919E.html
YEAH1 NETWORK,Junior Developer,600 - 700|USD,1302,https://careerbuilder.vn/vi/tim-viec-lam/junior-developer.35AC4E72.html
Tổng Công ty Cổ phần Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam (BIC),Cán Bộ Ban Công Nghệ Thông Tin (Phần cứng),Thương lượng,1275,https://careerbuilder.vn/vi/tim-viec-lam/can-bo-ban-cong-nghe-thong-tin-phan-cung.35ACABCD.html
SolarBK,Lập Trình Viên Odoo (OpenERP),"10,000,000 - 20,000,000|VND",1292,https://careerbuilder.vn/vi/tim-viec-lam/lap-trinh-vien-odoo-openerp.35AC986C.html
The Western Australian International School System,STEM / Engineering Teacher,Thương lượng,1264,https://careerbuilder.vn/vi/tim-viec-lam/stem-engineering-teacher.35ACB115.html
FPT Telecom - Công Ty Cổ Phần Viễn Thông FPT,Nhân Viên Lập Trình Hệ Thống (Devops),"10,000,000 - 15,000,000|VND",1281,https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-lap-trinh-he-thong-devops.35AC6E8F.html
Công Ty Harvey Nash (Việt Nam),Web Developer,2.300 - 2.500|USD,1303,https://careerbuilder.vn/vi/tim-viec-lam/web-developer.35AC2221.html
Công ty Tài Chính Cổ Phần Điện Lực  (EVN Finance),IT DevOps Specialist,Thương lượng,1278,https://careerbuilder.vn/vi/tim-viec-lam/it-devops-specialist.35ACBFBF.html
First Alliances,Data Operations (Night Shift),Thương lượng,1289,https://careerbuilder.vn/vi/tim-viec-lam/data-operations-night-shift.35AC1832.html
Chi Nhánh Tại Thành Phố Hồ Chí Minh - Công Ty TNHH Reeracoen Việt Nam,Senior Front End Engineer ID10877P,1.500 - 2.500|USD,1293,https://careerbuilder.vn/vi/tim-viec-lam/senior-front-end-engineer-id10877p.35AC2CF1.html
Công ty Cổ phần Dịch vụ Giao Hàng Nhanh,Nhân viên phân tích dữ liệu - Data Analyst,"8,000,000 - 12,000,000|VND",1299,https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-phan-tich-du-lieu-data-analyst.35AC9ADC.html
FPT Telecom - Công Ty Cổ Phần Viễn Thông FPT,"Back end Dev (Python, nodejs, java, php ...)","10,000,000 - 18,000,000|VND",1318,https://careerbuilder.vn/vi/tim-viec-lam/back-end-dev-python-nodejs-java-php.35AC5CA5.html
Rainmaker Labs,Web Developer – Python,"700 - 1,500 USD",1255,https://itviec.com/it-jobs/web-developer-python-rainmaker-labs-5005
REERACOEN VIETNAM,Data Scientist ID10945PA,Thương lượng,1256,https://www.jobstreet.vn/vi/job/data-scientist-id10945pa-477543?fr=21
Flix Viet JSC,2 Software Architect/Sr. Technical Lead,"Up to $2,000",1254,https://itviec.com/it-jobs/software-architect-sr-technical-leader-flix-viet-jsc-5441
Công ty Tài Chính Cổ Phần Điện Lực  (EVN Finance),IT DevOps Specialist,Thương lượng,1251,http://careerbuilder.vn/vi/tim-viec-lam/it-devops-specialist.35ACBFBF.html
SVTECH JSC,DevOPS (kỹ sư lập trình_phát triển hệ thống),"15,000,000 - 30,000,000|VND",1252,http://careerbuilder.vn/vi/tim-viec-lam/devops-ky-su-lap-trinh_phat-trien-he-thong.35ACB54A.html
REERACOEN VIETNAM,Data Scientist ID10945PA,Thương lượng,1256,https://www.jobstreet.vn/vi/job/data-scientist-id10945pa-477543?fr=21
CÔNG TY TNHH GLOBE 3 ERP VIỆT NAM,Software Engineer (Hà Nội),450 - 800|USD,1247,http://careerbuilder.vn/vi/tim-viec-lam/software-engineer-ha-noi.35ACBBC0.html
honestbee,"Fullstack Developer (Java, Ruby, Python)","1,000 - 3,000 USD",1248,https://itviec.com/it-jobs/fullstack-developer-java-ruby-python-honestbee-4112
ZALORA Group,Full Stack Engineer (up to $2000),"1,000 - 2,000 USD",1249,https://itviec.com/it-jobs/full-stack-engineer-up-to-2000-zalora-group-4536
VPĐD Công Ty TNHH Jellyfish HR Tại Thành phố Hồ Chí Minh,Senior Front-end Engineer,Thương lượng,1250,https://www.jobstreet.vn/vi/job/senior-front-end-engineer-469213?fr=21
VP9VN,"Security Engineer (Python, Nodejs, C++)","1,500 - 2,000 USD",1246,https://itviec.com/it-jobs/security-engineer-vp9vn-1948
Hoang Duong Trading & Service,System Admin (Linux),Thương lượng,1245,https://itviec.com/it-jobs/system-admin-linux-hoang-duong-trading-service-2550
Công ty CP Tập Đoàn Công Nghệ CMC,Chuyên viên Nghiên cứu An ninh An toàn thông tin,Thương lượng,1244,https://www.jobstreet.vn/vi/job/chuyen-vien-nghien-cuu-an-ninh-an-toan-thong-tin-473476?fr=21
ITM Management,Software Engineer (Python),Thương lượng,1241,http://careerbuilder.vn/vi/tim-viec-lam/software-engineer-python.35ACB594.html
FPT Software,6 Azure Solution Architects work in USA,Up to $3500,1242,https://itviec.com/it-jobs/azure-solution-architect-work-in-usa-fpt-software-4654
CBA Solutions,Automation QA/ Tester Engineer,Thương lượng,1243,https://itviec.com/it-jobs/automation-qa-engineer-commonwealth-bank-group-1931
Công ty TNHH Pentalog Việt Nam,Python/Django Developer,Thương lượng,1240,https://www.jobstreet.vn/vi/job/pythondjango-developer-476048?fr=21
East Agile Vietnam,Senior Web Cum Mobile Developer,Thương lượng,1229,https://www.jobstreet.vn/vi/job/senior-web-cum-mobile-developer-475966?fr=21
ITM Management,Software Engineer (Python),Thương lượng,1241,http://careerbuilder.vn/vi/tim-viec-lam/software-engineer-python.35ACB594.html
Công Ty CP Chứng Khoán VNDIRECT,SysAdmin/DevOps,Thương lượng,1225,http://careerbuilder.vn/vi/tim-viec-lam/sysadmin-devops.35ACB22B.html
"Avery Dennison RIS Vietnam Co., Ltd",Software Developer,Thương lượng,1224,http://careerbuilder.vn/vi/tim-viec-lam/software-developer.35ACB332.html
CÔNG TY TNHH GLOBE 3 ERP VIỆT NAM,Software Engineer (Hà Nội),450 - 800|USD,1223,http://careerbuilder.vn/vi/tim-viec-lam/software-engineer-ha-noi.35ACB296.html
Công ty TNHH Ký Hiệu,Business Developer (Finance Field),Thương lượng,1221,https://www.jobstreet.vn/vi/job/business-developer-finance-field-475450?fr=21
FPT Telecom - Công Ty Cổ Phần Viễn Thông FPT,FPTHN - Tuyển Nhân Viên Kĩ Sư Hệ Thống,"8,000,000 - 10,000,000|VND",1213,http://careerbuilder.vn/vi/tim-viec-lam/fpthn-tuyen-nhan-vien-ki-su-he-thong.35ACA941.html
FPT Telecom - Công Ty Cổ Phần Viễn Thông FPT,Chuyên viên quản trị hệ thống,"7,000,000 - 15,000,000|VND",1222,http://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-quan-tri-he-thong.35ACB14A.html
Septeni Technology,[HOT JOB] AWS DevOps Engineer (Linux),Thương lượng,1215,https://itviec.com/it-jobs/hot-job-aws-devops-engineer-linux-septeni-technology-4607
FPT Information System,[FPT IS HCM] Kỹ sư bảo mật & an ninh mạng (Security Engineer),"10,000,000 - 15,000,000|VND",1212,http://careerbuilder.vn/vi/tim-viec-lam/fpt-is-hcm-ky-su-bao-mat-an-ninh-mang-security-engineer.35ACAEAB.html
Trusting Social,10 Back-end Engineer (Java/Python/Ruby),Thương lượng,1217,https://itviec.com/it-jobs/10-back-end-engineer-java-python-ruby-trusting-social-3728
The Western Australian International School System,STEM / Engineering Teacher,Thương lượng,1214,http://careerbuilder.vn/vi/tim-viec-lam/stem-engineering-teacher.35ACB115.html
Not A Square,Fullstack Developer(Python/Node.JS/Web),Up to $1000,1220,https://itviec.com/it-jobs/fullstack-developer-python-node-js-web-not-a-square-2220
Viettel Cyber Security,Software Engineer (Java/C++/Python),Up to $2000,1218,https://itviec.com/it-jobs/software-engineer-java-c-python-viettel-cyber-security-1434
